group	group_name	seqnames	start	end	width	strand	score
1	PC1	chrX	13486935	13887536	400602	*	-0.023
1	PC1	chrX	13620469	14021070	400602	*	-0.028
1	PC1	chrX	13754003	14154604	400602	*	-0.029
1	PC1	chrX	13887537	14288138	400602	*	-0.03
1	PC1	chrX	14021071	14421672	400602	*	-0.033
1	PC1	chrX	14154605	14555206	400602	*	-0.034
1	PC1	chrX	14288139	14688740	400602	*	-0.034
1	PC1	chrX	14421673	14822274	400602	*	-0.03
1	PC1	chrX	14555207	14955808	400602	*	-0.022
1	PC1	chrX	14688741	15089342	400602	*	-0.022
1	PC1	chrX	14822275	15222876	400602	*	-0.029
1	PC1	chrX	14955809	15356410	400602	*	-0.035
1	PC1	chrX	15089343	15489944	400602	*	-0.035
1	PC1	chrX	15222877	15623478	400602	*	-0.034
1	PC1	chrX	15356411	15757012	400602	*	-0.036
1	PC1	chrX	15489945	15890546	400602	*	-0.037
1	PC1	chrX	15623479	16024080	400602	*	-0.032
1	PC1	chrX	15757013	16157614	400602	*	-0.025
1	PC1	chrX	15890547	16291148	400602	*	-0.005
1	PC1	chrX	16024081	16424682	400602	*	-0.005
1	PC1	chrX	16157615	16558216	400602	*	-0.007
1	PC1	chrX	16291149	16691750	400602	*	-0.019
1	PC1	chrX	16424683	16825284	400602	*	-0.006
1	PC1	chrX	16558217	16958818	400602	*	-0.001
1	PC1	chrX	16691751	17092352	400602	*	0.008
1	PC1	chrX	16825285	17225886	400602	*	0.004
1	PC1	chrX	16958819	17359420	400602	*	0.01
1	PC1	chrX	17092353	17492954	400602	*	-0.002
1	PC1	chrX	17225887	17626488	400602	*	-0.01
1	PC1	chrX	17359421	17760022	400602	*	-0.017
1	PC1	chrX	17492955	17893556	400602	*	0.016
1	PC1	chrX	17626489	18027090	400602	*	0.019
1	PC1	chrX	17760023	18160624	400602	*	0.026
1	PC1	chrX	17893557	18294158	400602	*	0.005
1	PC1	chrX	18027091	18427692	400602	*	0.003
1	PC1	chrX	18160625	18561226	400602	*	-0.004
1	PC1	chrX	18294159	18694760	400602	*	-0.001
1	PC1	chrX	18427693	18828294	400602	*	0.01
1	PC1	chrX	18561227	18961828	400602	*	0.024
1	PC1	chrX	18694761	19095362	400602	*	0.022
1	PC1	chrX	18828295	19228896	400602	*	0.008
1	PC1	chrX	18961829	19362430	400602	*	-0.01
1	PC1	chrX	19095363	19495964	400602	*	-0.006
1	PC1	chrX	19228897	19629498	400602	*	0.014
1	PC1	chrX	19362431	19763032	400602	*	0.018
1	PC1	chrX	19495965	19896566	400602	*	0.03
1	PC1	chrX	19629499	20030100	400602	*	0.038
1	PC1	chrX	19763033	20163634	400602	*	0.04
1	PC1	chrX	19896567	20297168	400602	*	0.041
1	PC1	chrX	20030101	20430702	400602	*	0.04
1	PC1	chrX	20163635	20564236	400602	*	0.041
1	PC1	chrX	20297169	20697770	400602	*	0.04
1	PC1	chrX	20430703	20831304	400602	*	0.037
1	PC1	chrX	20564237	20964838	400602	*	0.032
1	PC1	chrX	20697771	21098372	400602	*	0.015
1	PC1	chrX	20831305	21231906	400602	*	-0.003
1	PC1	chrX	20964839	21365440	400602	*	-0.019
1	PC1	chrX	21098373	21498974	400602	*	-0.026
1	PC1	chrX	21231907	21632508	400602	*	-0.019
1	PC1	chrX	21365441	21766042	400602	*	-0.016
1	PC1	chrX	21498975	21899576	400602	*	-0.018
1	PC1	chrX	21632509	22033110	400602	*	-0.028
1	PC1	chrX	21766043	22166644	400602	*	-0.028
1	PC1	chrX	21899577	22300178	400602	*	-0.015
1	PC1	chrX	22033111	22433712	400602	*	-0.017
1	PC1	chrX	22166645	22567246	400602	*	-0.021
1	PC1	chrX	22300179	22700780	400602	*	-0.032
1	PC1	chrX	22433713	22834314	400602	*	-0.025
1	PC1	chrX	22567247	22967848	400602	*	-0.006
1	PC1	chrX	22700781	23101382	400602	*	0.002
1	PC1	chrX	22834315	23234916	400602	*	-0.011
1	PC1	chrX	22967849	23368450	400602	*	-0.002
1	PC1	chrX	23101383	23501984	400602	*	0.005
1	PC1	chrX	23234917	23635518	400602	*	0.001
1	PC1	chrX	23368451	23769052	400602	*	-0.027
1	PC1	chrX	23501985	23902586	400602	*	-0.03
1	PC1	chrX	23635519	24036120	400602	*	-0.029
1	PC1	chrX	23769053	24169654	400602	*	-0.031
1	PC1	chrX	23902587	24303188	400602	*	-0.03
1	PC1	chrX	24036121	24436722	400602	*	-0.028
1	PC1	chrX	24169655	24570256	400602	*	-0.016
1	PC1	chrX	24303189	24703790	400602	*	NA
1	PC1	chrX	24436723	24837324	400602	*	NA
1	PC1	chrX	24570257	24970858	400602	*	NA
1	PC1	chrX	24703791	25104392	400602	*	NA
1	PC1	chrX	24837325	25237926	400602	*	-0.024
1	PC1	chrX	24970859	25371460	400602	*	-0.024
1	PC1	chrX	25104393	25504994	400602	*	-0.03
1	PC1	chrX	25237927	25638528	400602	*	-0.029
1	PC1	chrX	25371461	25772062	400602	*	-0.03
1	PC1	chrX	25504995	25905596	400602	*	-0.027
1	PC1	chrX	25638529	26039130	400602	*	-0.027
1	PC1	chrX	25772063	26172664	400602	*	-0.03
1	PC1	chrX	25905597	26306198	400602	*	-0.029
1	PC1	chrX	26039131	26439732	400602	*	-0.03
1	PC1	chrX	26172665	26573266	400602	*	NA
1	PC1	chrX	26306199	26706800	400602	*	NA
1	PC1	chrX	26439733	26840334	400602	*	NA
1	PC1	chrX	26573267	26973868	400602	*	NA
1	PC1	chrX	26706801	27107402	400602	*	NA
1	PC1	chrX	26840335	27240936	400602	*	NA
1	PC1	chrX	26973869	27374470	400602	*	NA
1	PC1	chrX	27107403	27508004	400602	*	NA
1	PC1	chrX	27240937	27641538	400602	*	NA
1	PC1	chrX	27374471	27775072	400602	*	NA
1	PC1	chrX	27508005	27908606	400602	*	NA
1	PC1	chrX	27641539	28042140	400602	*	NA
1	PC1	chrX	27775073	28175674	400602	*	NA
1	PC1	chrX	27908607	28309208	400602	*	NA
1	PC1	chrX	28042141	28442742	400602	*	NA
1	PC1	chrX	28175675	28576276	400602	*	NA
1	PC1	chrX	28309209	28709810	400602	*	NA
1	PC1	chrX	28442743	28843344	400602	*	NA
1	PC1	chrX	28576277	28976878	400602	*	NA
1	PC1	chrX	28709811	29110412	400602	*	NA
1	PC1	chrX	28843345	29243946	400602	*	NA
1	PC1	chrX	28976879	29377480	400602	*	NA
1	PC1	chrX	29110413	29511014	400602	*	NA
1	PC1	chrX	29243947	29644548	400602	*	NA
1	PC1	chrX	29377481	29778082	400602	*	NA
1	PC1	chrX	29511015	29911616	400602	*	NA
1	PC1	chrX	29644549	30045150	400602	*	NA
1	PC1	chrX	29778083	30178684	400602	*	NA
1	PC1	chrX	29911617	30312218	400602	*	NA
1	PC1	chrX	30045151	30445752	400602	*	NA
1	PC1	chrX	30178685	30579286	400602	*	NA
1	PC1	chrX	30312219	30712820	400602	*	NA
1	PC1	chrX	30445753	30846354	400602	*	NA
1	PC1	chrX	30579287	30979888	400602	*	NA
1	PC1	chrX	30712821	31113422	400602	*	NA
1	PC1	chrX	30846355	31246956	400602	*	NA
1	PC1	chrX	30979889	31380490	400602	*	NA
1	PC1	chrX	31113423	31514024	400602	*	NA
1	PC1	chrX	31246957	31647558	400602	*	NA
1	PC1	chrX	31380491	31781092	400602	*	NA
1	PC1	chrX	31514025	31914626	400602	*	NA
1	PC1	chrX	31647559	32048160	400602	*	NA
1	PC1	chrX	31781093	32181694	400602	*	NA
1	PC1	chrX	31914627	32315228	400602	*	NA
1	PC1	chrX	32048161	32448762	400602	*	NA
1	PC1	chrX	32181695	32582296	400602	*	NA
1	PC1	chrX	32315229	32715830	400602	*	NA
1	PC1	chrX	32448763	32849364	400602	*	NA
1	PC1	chrX	32582297	32982898	400602	*	NA
1	PC1	chrX	32715831	33116432	400602	*	NA
1	PC1	chrX	32849365	33249966	400602	*	-0.033
1	PC1	chrX	32982899	33383500	400602	*	-0.035
1	PC1	chrX	33116433	33517034	400602	*	-0.029
1	PC1	chrX	33249967	33650568	400602	*	0.004
1	PC1	chrX	33383501	33784102	400602	*	0.029
1	PC1	chrX	33517035	33917636	400602	*	0.033
1	PC1	chrX	33650569	34051170	400602	*	0.031
1	PC1	chrX	33784103	34184704	400602	*	0.036
1	PC1	chrX	33917637	34318238	400602	*	0.04
1	PC1	chrX	34051171	34451772	400602	*	0.041
1	PC1	chrX	34184705	34585306	400602	*	0.041
1	PC1	chrX	34318239	34718840	400602	*	0.041
1	PC1	chrX	34451773	34852374	400602	*	0.04
1	PC1	chrX	34585307	34985908	400602	*	0.039
1	PC1	chrX	34718841	35119442	400602	*	0.022
1	PC1	chrX	34852375	35252976	400602	*	0.023
1	PC1	chrX	34985909	35386510	400602	*	0.023
1	PC1	chrX	35119443	35520044	400602	*	0.031
1	PC1	chrX	35252977	35653578	400602	*	0.033
1	PC1	chrX	35386511	35787112	400602	*	0.038
1	PC1	chrX	35520045	35920646	400602	*	0.04
1	PC1	chrX	35653579	36054180	400602	*	0.041
1	PC1	chrX	35787113	36187714	400602	*	0.039
1	PC1	chrX	35920647	36321248	400602	*	0.03
1	PC1	chrX	36054181	36454782	400602	*	-0.022
1	PC1	chrX	36187715	36588316	400602	*	-0.033
1	PC1	chrX	36321249	36721850	400602	*	-0.034
1	PC1	chrX	36454783	36855384	400602	*	-0.033
1	PC1	chrX	36588317	36988918	400602	*	-0.027
1	PC1	chrX	36721851	37122452	400602	*	-0.027
1	PC1	chrX	36855385	37255986	400602	*	-0.027
1	PC1	chrX	36988919	37389520	400602	*	-0.025
1	PC1	chrX	37122453	37523054	400602	*	-0.029
1	PC1	chrX	37255987	37656588	400602	*	-0.029
1	PC1	chrX	37389521	37790122	400602	*	-0.033
1	PC1	chrX	37523055	37923656	400602	*	-0.033
1	PC1	chrX	37656589	38057190	400602	*	-0.031
1	PC1	chrX	37790123	38190724	400602	*	-0.034
1	PC1	chrX	37923657	38324258	400602	*	-0.033
1	PC1	chrX	38057191	38457792	400602	*	-0.034
1	PC1	chrX	38190725	38591326	400602	*	-0.034
1	PC1	chrX	38324259	38724860	400602	*	-0.031
1	PC1	chrX	38457793	38858394	400602	*	-0.027
1	PC1	chrX	38591327	38991928	400602	*	-0.018
1	PC1	chrX	38724861	39125462	400602	*	0.003
1	PC1	chrX	38858395	39258996	400602	*	0.034
1	PC1	chrX	38991929	39392530	400602	*	0.039
1	PC1	chrX	39125463	39526064	400602	*	0.041
1	PC1	chrX	39258997	39659598	400602	*	0.04
1	PC1	chrX	39392531	39793132	400602	*	0.039
1	PC1	chrX	39526065	39926666	400602	*	0.035
1	PC1	chrX	39659599	40060200	400602	*	0.021
1	PC1	chrX	39793133	40193734	400602	*	0.001
1	PC1	chrX	39926667	40327268	400602	*	-0.022
1	PC1	chrX	40060201	40460802	400602	*	-0.026
1	PC1	chrX	40193735	40594336	400602	*	-0.029
1	PC1	chrX	40327269	40727870	400602	*	-0.026
1	PC1	chrX	40460803	40861404	400602	*	-0.007
1	PC1	chrX	40594337	40994938	400602	*	-0.005
1	PC1	chrX	40727871	41128472	400602	*	-0.003
1	PC1	chrX	40861405	41262006	400602	*	-0.03
1	PC1	chrX	40994939	41395540	400602	*	-0.032
1	PC1	chrX	41128473	41529074	400602	*	-0.033
1	PC1	chrX	41262007	41662608	400602	*	-0.029
1	PC1	chrX	41395541	41796142	400602	*	-0.03
1	PC1	chrX	41529075	41929676	400602	*	-0.03
1	PC1	chrX	41662609	42063210	400602	*	-0.032
1	PC1	chrX	41796143	42196744	400602	*	-0.028
1	PC1	chrX	41929677	42330278	400602	*	-0.024
1	PC1	chrX	42063211	42463812	400602	*	-0.014
1	PC1	chrX	42196745	42597346	400602	*	-0.013
1	PC1	chrX	42330279	42730880	400602	*	-0.018
1	PC1	chrX	42463813	42864414	400602	*	-0.023
1	PC1	chrX	42597347	42997948	400602	*	-0.021
1	PC1	chrX	42730881	43131482	400602	*	-0.024
1	PC1	chrX	42864415	43265016	400602	*	-0.027
1	PC1	chrX	42997949	43398550	400602	*	-0.029
1	PC1	chrX	43131483	43532084	400602	*	-0.029
1	PC1	chrX	43265017	43665618	400602	*	-0.025
1	PC1	chrX	43398551	43799152	400602	*	-0.023
1	PC1	chrX	43532085	43932686	400602	*	-0.022
1	PC1	chrX	43665619	44066220	400602	*	-0.021
1	PC1	chrX	43799153	44199754	400602	*	-0.026
1	PC1	chrX	43932687	44333288	400602	*	-0.03
1	PC1	chrX	44066221	44466822	400602	*	-0.029
1	PC1	chrX	44199755	44600356	400602	*	-0.029
1	PC1	chrX	44333289	44733890	400602	*	-0.023
1	PC1	chrX	44466823	44867424	400602	*	-0.021
1	PC1	chrX	44600357	45000958	400602	*	-0.014
1	PC1	chrX	44733891	45134492	400602	*	-0.003
1	PC1	chrX	44867425	45268026	400602	*	0.008
1	PC1	chrX	45000959	45401560	400602	*	0.037
1	PC1	chrX	45134493	45535094	400602	*	0.041
1	PC1	chrX	45268027	45668628	400602	*	0.042
1	PC1	chrX	45401561	45802162	400602	*	0.041
1	PC1	chrX	45535095	45935696	400602	*	0.041
1	PC1	chrX	45668629	46069230	400602	*	0.041
1	PC1	chrX	45802163	46202764	400602	*	0.041
1	PC1	chrX	45935697	46336298	400602	*	0.039
1	PC1	chrX	46069231	46469832	400602	*	0.035
1	PC1	chrX	46202765	46603366	400602	*	0.033
1	PC1	chrX	46336299	46736900	400602	*	0.033
1	PC1	chrX	46469833	46870434	400602	*	0.028
1	PC1	chrX	46603367	47003968	400602	*	0.023
1	PC1	chrX	46736901	47137502	400602	*	-0.004
1	PC1	chrX	46870435	47271036	400602	*	0
1	PC1	chrX	47003969	47404570	400602	*	-0.004
1	PC1	chrX	47137503	47538104	400602	*	-0.007
1	PC1	chrX	47271037	47671638	400602	*	-0.01
1	PC1	chrX	47404571	47805172	400602	*	-0.014
1	PC1	chrX	47538105	47938706	400602	*	0.005
1	PC1	chrX	47671639	48072240	400602	*	0.028
1	PC1	chrX	47805173	48205774	400602	*	0.034
1	PC1	chrX	47938707	48339308	400602	*	0.036
1	PC1	chrX	48072241	48472842	400602	*	0.032
1	PC1	chrX	48205775	48606376	400602	*	0.033
1	PC1	chrX	48339309	48739910	400602	*	0.031
1	PC1	chrX	48472843	48873444	400602	*	0.026
1	PC1	chrX	48606377	49006978	400602	*	0.02
1	PC1	chrX	48739911	49140512	400602	*	0.016
1	PC1	chrX	48873445	49274046	400602	*	0.022
1	PC1	chrX	49006979	49407580	400602	*	0.031
1	PC1	chrX	49140513	49541114	400602	*	0.038
1	PC1	chrX	49274047	49674648	400602	*	0.04
1	PC1	chrX	49407581	49808182	400602	*	0.041
1	PC1	chrX	49541115	49941716	400602	*	0.04
1	PC1	chrX	49674649	50075250	400602	*	0.04
1	PC1	chrX	49808183	50208784	400602	*	0.041
1	PC1	chrX	49941717	50342318	400602	*	0.041
1	PC1	chrX	50075251	50475852	400602	*	0.041
1	PC1	chrX	50208785	50609386	400602	*	0.04
1	PC1	chrX	50342319	50742920	400602	*	0.04
1	PC1	chrX	50475853	50876454	400602	*	0.035
1	PC1	chrX	50609387	51009988	400602	*	0.034
1	PC1	chrX	50742921	51143522	400602	*	0.03
1	PC1	chrX	50876455	51277056	400602	*	0.011
1	PC1	chrX	51009989	51410590	400602	*	-0.017
1	PC1	chrX	51143523	51544124	400602	*	-0.029
1	PC1	chrX	51277057	51677658	400602	*	-0.032
1	PC1	chrX	51410591	51811192	400602	*	NA
1	PC1	chrX	51544125	51944726	400602	*	NA
1	PC1	chrX	51677659	52078260	400602	*	NA
1	PC1	chrX	51811193	52211794	400602	*	NA
1	PC1	chrX	51944727	52345328	400602	*	NA
1	PC1	chrX	52078261	52478862	400602	*	NA
1	PC1	chrX	52211795	52612396	400602	*	NA
1	PC1	chrX	52345329	52745930	400602	*	-0.034
1	PC1	chrX	52478863	52879464	400602	*	-0.037
1	PC1	chrX	52612397	53012998	400602	*	-0.037
1	PC1	chrX	52745931	53146532	400602	*	-0.037
1	PC1	chrX	52879465	53280066	400602	*	-0.037
1	PC1	chrX	53012999	53413600	400602	*	-0.038
1	PC1	chrX	53146533	53547134	400602	*	-0.036
1	PC1	chrX	53280067	53680668	400602	*	-0.023
1	PC1	chrX	53413601	53814202	400602	*	0.024
1	PC1	chrX	53547135	53947736	400602	*	0.037
1	PC1	chrX	53680669	54081270	400602	*	0.039
1	PC1	chrX	53814203	54214804	400602	*	0.038
1	PC1	chrX	53947737	54348338	400602	*	0.037
1	PC1	chrX	54081271	54481872	400602	*	0.028
1	PC1	chrX	54214805	54615406	400602	*	0.034
1	PC1	chrX	54348339	54748940	400602	*	0.035
1	PC1	chrX	54481873	54882474	400602	*	0.033
1	PC1	chrX	54615407	55016008	400602	*	0.009
1	PC1	chrX	54748941	55149542	400602	*	-0.012
1	PC1	chrX	54882475	55283076	400602	*	0.007
1	PC1	chrX	55016009	55416610	400602	*	0.035
1	PC1	chrX	55149543	55550144	400602	*	0.034
1	PC1	chrX	55283077	55683678	400602	*	0.027
1	PC1	chrX	55416611	55817212	400602	*	-0.023
1	PC1	chrX	55550145	55950746	400602	*	-0.032
1	PC1	chrX	55683679	56084280	400602	*	-0.033
1	PC1	chrX	55817213	56217814	400602	*	-0.033
1	PC1	chrX	55950747	56351348	400602	*	-0.033
1	PC1	chrX	56084281	56484882	400602	*	-0.027
1	PC1	chrX	56217815	56618416	400602	*	-0.026
1	PC1	chrX	56351349	56751950	400602	*	-0.011
1	PC1	chrX	56484883	56885484	400602	*	-0.008
1	PC1	chrX	56618417	57019018	400602	*	0
1	PC1	chrX	56751951	57152552	400602	*	-0.017
1	PC1	chrX	56885485	57286086	400602	*	-0.022
1	PC1	chrX	57019019	57419620	400602	*	0.03
1	PC1	chrX	57152553	57553154	400602	*	0.04
1	PC1	chrX	57286087	57686688	400602	*	0.041
1	PC1	chrX	57419621	57820222	400602	*	0.038
1	PC1	chrX	57553155	57953756	400602	*	0.033
1	PC1	chrX	57686689	58087290	400602	*	0.024
1	PC1	chrX	57820223	58220824	400602	*	0.013
1	PC1	chrX	57953757	58354358	400602	*	0.006
1	PC1	chrX	58087291	58487892	400602	*	-0.007
1	PC1	chrX	58220825	58621426	400602	*	-0.022
1	PC1	chrX	58354359	58754960	400602	*	-0.028
1	PC1	chrX	58487893	58888494	400602	*	-0.033
1	PC1	chrX	58621427	59022028	400602	*	-0.031
1	PC1	chrX	58754961	59155562	400602	*	-0.027
1	PC1	chrX	58888495	59289096	400602	*	-0.017
1	PC1	chrX	59022029	59422630	400602	*	-0.028
1	PC1	chrX	59155563	59556164	400602	*	-0.023
1	PC1	chrX	59289097	59689698	400602	*	-0.028
1	PC1	chrX	59422631	59823232	400602	*	-0.009
1	PC1	chrX	59556165	59956766	400602	*	-0.02
1	PC1	chrX	59689699	60090300	400602	*	-0.025
1	PC1	chrX	59823233	60223834	400602	*	-0.027
1	PC1	chrX	59956767	60357368	400602	*	-0.029
1	PC1	chrX	60090301	60490902	400602	*	-0.024
1	PC1	chrX	60223835	60624436	400602	*	-0.016
1	PC1	chrX	60357369	60757970	400602	*	-0.015
1	PC1	chrX	60490903	60891504	400602	*	-0.021
1	PC1	chrX	60624437	61025038	400602	*	-0.033
1	PC1	chrX	60757971	61158572	400602	*	-0.033
1	PC1	chrX	60891505	61292106	400602	*	-0.034
1	PC1	chrX	61025039	61425640	400602	*	-0.035
1	PC1	chrX	61158573	61559174	400602	*	-0.034
1	PC1	chrX	61292107	61692708	400602	*	-0.033
1	PC1	chrX	61425641	61826242	400602	*	-0.031
1	PC1	chrX	61559175	61959776	400602	*	-0.034
1	PC1	chrX	61692709	62093310	400602	*	-0.032
1	PC1	chrX	61826243	62226844	400602	*	-0.032
1	PC1	chrX	61959777	62360378	400602	*	-0.028
1	PC1	chrX	62093311	62493912	400602	*	-0.032
1	PC1	chrX	62226845	62627446	400602	*	-0.034
1	PC1	chrX	62360379	62760980	400602	*	-0.036
1	PC1	chrX	62493913	62894514	400602	*	-0.036
1	PC1	chrX	62627447	63028048	400602	*	-0.035
1	PC1	chrX	62760981	63161582	400602	*	-0.033
1	PC1	chrX	62894515	63295116	400602	*	-0.033
1	PC1	chrX	63028049	63428650	400602	*	-0.03
1	PC1	chrX	63161583	63562184	400602	*	-0.032
1	PC1	chrX	63295117	63695718	400602	*	-0.031
1	PC1	chrX	63428651	63829252	400602	*	-0.031
1	PC1	chrX	63562185	63962786	400602	*	-0.027
1	PC1	chrX	63695719	64096320	400602	*	-0.027
1	PC1	chrX	63829253	64229854	400602	*	-0.025
1	PC1	chrX	63962787	64363388	400602	*	-0.027
1	PC1	chrX	64096321	64496922	400602	*	-0.027
1	PC1	chrX	64229855	64630456	400602	*	-0.027
1	PC1	chrX	64363389	64763990	400602	*	-0.03
1	PC1	chrX	64496923	64897524	400602	*	-0.028
1	PC1	chrX	64630457	65031058	400602	*	-0.029
1	PC1	chrX	64763991	65164592	400602	*	-0.028
1	PC1	chrX	64897525	65298126	400602	*	-0.031
1	PC1	chrX	65031059	65431660	400602	*	-0.033
1	PC1	chrX	65164593	65565194	400602	*	-0.032
1	PC1	chrX	65298127	65698728	400602	*	-0.026
1	PC1	chrX	65431661	65832262	400602	*	0
1	PC1	chrX	65565195	65965796	400602	*	0.02
1	PC1	chrX	65698729	66099330	400602	*	0.036
1	PC1	chrX	65832263	66232864	400602	*	0.034
1	PC1	chrX	65965797	66366398	400602	*	0.022
1	PC1	chrX	66099331	66499932	400602	*	-0.022
1	PC1	chrX	66232865	66633466	400602	*	-0.027
1	PC1	chrX	66366399	66767000	400602	*	-0.028
1	PC1	chrX	66499933	66900534	400602	*	-0.028
1	PC1	chrX	66633467	67034068	400602	*	-0.029
1	PC1	chrX	66767001	67167602	400602	*	-0.023
1	PC1	chrX	66900535	67301136	400602	*	-0.018
1	PC1	chrX	67034069	67434670	400602	*	-0.024
1	PC1	chrX	67167603	67568204	400602	*	-0.024
1	PC1	chrX	67301137	67701738	400602	*	-0.006
1	PC1	chrX	67434671	67835272	400602	*	0.03
1	PC1	chrX	67568205	67968806	400602	*	0.035
1	PC1	chrX	67701739	68102340	400602	*	0.027
1	PC1	chrX	67835273	68235874	400602	*	0.016
1	PC1	chrX	67968807	68369408	400602	*	0.017
1	PC1	chrX	68102341	68502942	400602	*	0.035
1	PC1	chrX	68235875	68636476	400602	*	0.04
